beacon_id,zone_name,zone_status,zone_id,station_id,clock,sub_station_id,direction,height_inches,pole_type,power_feed,mount_location,power_source,atd_location_id,created_date,created_by,modified_date,modified_by,am_start,am_end,pm_start,pm_end,pm_start_2,pm_end_2,location_name,location,latitude,longitude,unit_address,Source DB ID
7435-296-01,MCNEIL,Active,7435,296,FALSE,1,EB,,,,,,LOC17-010240,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492072200,1492075200,1492098600,1492102200,,,5815 BLK MC NEIL DR,"(30.44534578, -97.73735727)",30.44534578,-97.73735727,,
7527-371-00,COWAN,Active,7527,371,TRUE,0,NB,,4_IN,,,SOLAR,LOC17-010095,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,9201 BLK WEST GATE BLVD,"(30.18645606, -97.83644756)",30.18645606,-97.83644756,,
7412-028-00,JOLLYVILLE,Active,7412,28,TRUE,0,EB,100,4_IN,,,SOLAR,LOC17-008450,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6712 BLK CORPUS CHRISTI DR,"(30.44310177, -97.75039072)",30.44310177,-97.75039072,,
7520-292-02,CROCKETT,Active,7520,292,FALSE,2,SB,103,2_IN,OH,,AC,LOC17-009830,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492074900,1492085400,1492092600,1492099200,1492102800,5320 BLK MANCHACA RD,"(30.21601663, -97.79720385)",30.21601663,-97.79720385,,
7530-356-00,GORZYCKI,Active,7530,356,TRUE,0,WB,126,4_IN,,,SOLAR,LOC17-008790,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,6800 BLK W SLAUGHTER LN,"(30.21109213, -97.8917088)",30.21109213,-97.8917088,,
7115-279-00,CAMPBELL,Active,7115,279,TRUE,0,EB,,,,SP,AC,LOC17-007490,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2500 BLK E MARTIN LUTHER KING JR BLVD,"(30.28082964, -97.71493733)",30.28082964,-97.71493733,,
7305-178-01,FULMORE,Active,7305,178,FALSE,1,WB,88,2_IN,OH,,,LOC17-010225,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065000,1492072200,1492093800,1492100100,,,BLK,"(30.24242889, -97.74955297)",30.24242889,-97.74955297,,
7311-198-02,PALM,Active,7311,198,FALSE,2,NB,122,4_IN,UG,,AC,LOC17-009535,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492099200,,,BLK,"(30.1628711, -97.74315832)",30.1628711,-97.74315832,,
7205-092-01,PREMIER AT LANIER,Active,7205,92,FALSE,1,SB,100,4_IN,OH,,AC,LOC17-009245,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074000,1492085700,1492102800,,,1211 BLK FAIRFIELD DR,"(30.36011627, -97.71145411)",30.36011627,-97.71145411,,
7418-052-00,"WOOTEN, BURNET",Active,7418,52,TRUE,0,NB,82,2_IN,OH,,AC,LOC17-008715,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1900 BLK OHLEN RD,"(30.36103304, -97.72461889)",30.36103304,-97.72461889,,
7405-008-00,"WESTVIEW, PARMER",Active,7405,8,TRUE,0,NB,98,4_IN,,,SOLAR,LOC17-008305,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071600,1492093800,1492099200,,,12555 BLK METRIC BLVD,"(30.41472423, -97.68909551)",30.41472423,-97.68909551,,
7102-127-00,SANCHEZ,Active,7102,127,TRUE,0,EB,96,2_IN,OH,,AC,LOC17-008810,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,900 BLK E 2ND ST,"(30.26147203, -97.73428608)",30.26147203,-97.73428608,,
7106-133-00,ZAVALA,Active,7106,133,TRUE,0,NB,106,2_IN,OH,,AC,LOC17-008160,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492092000,1492097400,,,304 BLK ROBERT T MARTINEZ JR ST,"(30.25729391, -97.71992014)",30.25729391,-97.71992014,,
7424-066-01,HIGHLAND PARK,Active,7424,66,FALSE,1,NB,87,2_IN,UG,,AC,LOC17-009795,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,4800 BLK FAIRVIEW DR,"(30.32932442, -97.76027335)",30.32932442,-97.76027335,,
7501-206-00,ZILKER,Active,7501,206,TRUE,0,SB,97,2_IN,OH,,AC,LOC17-008285,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,1800 BLK BLUEBONNET LN,"(30.25330979, -97.77310837)",30.25330979,-97.77310837,,
7224-119-00,JORDAN,Active,7224,119,TRUE,0,EB,,,,,AC,LOC17-008080,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,5911 BLK LOYOLA LN,"(30.30048481, -97.64905223)",30.30048481,-97.64905223,,
7212-094-01,DOBIE,Active,7212,94,FALSE,1,EB,,,OH,,AC,LOC17-009275,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492090200,1492101000,,,1101 BLK E RUNDBERG LN,"(30.35437968, -97.68209178)",30.35437968,-97.68209178,,
7119-168-00,O HENRY,Active,7119,168,TRUE,0,,,,,,AC,LOC17-008335,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,800 BLK EXPOSITION BLVD,"(30.28482163, -97.77564643)",30.28482163,-97.77564643,,
7314-255-00,GALINDO,Active,7314,255,TRUE,0,NB,102,4_IN,OH,,AC,LOC17-008245,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,3700 BLK GARDEN VILLA LN,"(30.22980179, -97.77374683)",30.22980179,-97.77374683,,
7509-220-00,PATTON,Active,7509,220,TRUE,0,SB,88,2_IN,OH,,AC,LOC17-008635,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492099200,,,5800 BLK WESTCREEK DR,"(30.23446423, -97.84590824)",30.23446423,-97.84590824,,
7525-236-00,BARANOFF,Active,7525,236,TRUE,0,WB,85,4_IN,,,SOLAR,LOC17-007960,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11900 BLK GATLING GUN LN,"(30.15520762, -97.85234018)",30.15520762,-97.85234018,,
7223-118-01,PECAN SPRINGS,Active,7223,118,FALSE,1,EB,94,2_IN,OH,,AC,LOC17-009960,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,5700 BLK REICHER DR,"(30.3030083, -97.67728963)",30.3030083,-97.67728963,,
7115-160-01,CAMPBELL,Active,7115,160,FALSE,1,NB,87,4_IN,OH,,AC,LOC17-009820,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2000 BLK CEDAR AVE,"(30.28192194, -97.71463694)",30.28192194,-97.71463694,,
7310-184-00,HOUSTON,Active,7310,184,TRUE,0,NB,99.5,2_IN,UG,,AC,LOC17-007885,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,5400 BLK PONCIANA DR,"(30.19642961, -97.7565526)",30.19642961,-97.7565526,,
7423-065-00,MCCALLUM,Active,7423,65,TRUE,0,SB,92,2_IN,UG,,AC,LOC17-007740,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492098300,1492101900,,,5617 BLK SUNSHINE DR,"(30.32753099, -97.72838312)",30.32753099,-97.72838312,,
7413-033-00,CARAWAY,Active,7413,33,TRUE,0,EB,90,4_IN,OH,,AC,LOC17-008185,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11200 BLK OAK VIEW DR,"(30.42046161, -97.76726106)",30.42046161,-97.76726106,,
7201-087-01,BARRINGTON,Active,7201,87,FALSE,1,SB,,2_IN,OH,,,LOC17-010245,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492091100,1492097400,,,BLK,"(30.36113045, -97.6946746)",30.36113045,-97.6946746,,
7518-247-00,ODOM,Active,7518,247,TRUE,0,EB,82.5,2_IN,OH,,AC,LOC17-007985,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092000,1492097400,,,800 BLK EBERHART LN,"(30.20147123, -97.78778761)",30.20147123,-97.78778761,,
7509-219-01,PATTON,Active,7509,219,FALSE,1,WB,106,2_IN,UG,,AC,LOC17-009915,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492099200,,,6019 BLK WESTCREEK DR,"(30.23113391, -97.84548008)",30.23113391,-97.84548008,,
7301-174-01,BECKER,Active,7301,174,FALSE,1,NB,97.5,2_IN,OH,,AC,LOC17-009650,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1700 BLK BOULDIN AVE,"(30.24925593, -97.75942967)",30.24925593,-97.75942967,,
7420-055-00,"DOSS, MURCHISON",Active,7420,55,TRUE,0,WB,105,2_IN,UG,,AC,LOC17-008510,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,3808 BLK GREYSTONE DR,"(30.36070806, -97.75705718)",30.36070806,-97.75705718,,
7412-029-00,JOLLYVILLE,Active,7412,29,TRUE,0,WB,105,4_IN,,,SOLAR,LOC17-008455,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6712 BLK CORPUS CHRISTI DR,"(30.44465018, -97.74943662)",30.44465018,-97.74943662,,
7102-129-00,SANCHEZ,Active,7102,129,TRUE,0,SB,90,2_IN,OH,,AC,LOC17-008215,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,80 BLK SAN MARCOS ST,"(30.2590251, -97.73540727)",30.2590251,-97.73540727,,
7519-251-00,STRICKLAND CHRISTIAN SCHOOL,Active,7519,251,TRUE,0,SB,88,4_IN,UG,,AC,LOC17-009130,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492072200,1492093800,1492097400,,,7332 BLK MANCHACA RD,"(30.1980053, -97.80880261)",30.1980053,-97.80880261,,
7506-210-00,BRIDGE POINT,Active,7506,210,TRUE,0,EB,94,4_IN,,,SOLAR,LOC17-008130,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6300 BLK CEDAR ST,"(30.34048995, -97.80573063)",30.34048995,-97.80573063,,
7211-093-03,LANIER,Active,7211,93,FALSE,3,EB,,2_IN,,,AC,LOC17-010195,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074000,1492085700,1492102800,,,1011 BLK PAYTON GIN RD,"(30.36065803, -97.70649041)",30.36065803,-97.70649041,,
7211-093-00,LANIER,Active,7211,93,TRUE,0,WB,89,2_IN,OH,,AC,LOC17-009270,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074000,1492085700,1492102800,,,1011 BLK PAYTON GIN RD,"(30.36105634, -97.70690465)",30.36105634,-97.70690465,,
7109-148-00,SIMS,Active,7109,148,TRUE,0,SB,90,2_IN,OH,,AC,LOC17-007675,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492099200,,,1400 BLK SPRINGDALE RD,"(30.28221541, -97.68509395)",30.28221541,-97.68509395,,
7110-149-00,NORMAN,Active,7110,149,TRUE,0,WB,76,2_IN,OH,,AC,LOC17-007625,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,5600 BLK SAMUEL HUSTON AVE,"(30.2784767, -97.67202946)",30.2784767,-97.67202946,,
7521-293-01,"CUNNINGHAM, EDEN PARK ACADEMY",Active,7521,293,FALSE,1,SB,86,4_IN,OH,,AC,LOC17-009845,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492101000,,,6212 BLK MANCHACA RD,"(30.20942413, -97.80443763)",30.20942413,-97.80443763,,
7224-120-00,JORDAN,Active,7224,120,TRUE,0,WB,79,,,,AC,LOC17-008095,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,BLK,"(30.2991599, -97.64564212)",30.2991599,-97.64564212,,
7422-407-00,BRENTWOOD,Active,7422,407,TRUE,0,NB,,,OH,POLE,SOLAR,LOC17-010300,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6800 BLK YATES AVE,"(30.34176149, -97.73183882)",30.34176149,-97.73183882,,
7107-136-00,BROOKE,Active,7107,136,TRUE,0,EB,105,2_IN,OH,,AC,LOC17-008170,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,3000 BLK E 5TH ST,"(30.25573444, -97.70880565)",30.25573444,-97.70880565,,
7407-015-00,DAVIS,Active,7407,15,TRUE,0,EB,,2_IN,,SP,AC,LOC17-007970,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065000,1492072200,1492092000,1492099200,,,5300 BLK DUVAL RD,"(30.41796144, -97.74315537)",30.41796144,-97.74315537,,
7210-084-00,COOK,Active,7210,84,TRUE,0,EB,71,4_IN,UG,,AC,LOC17-010100,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1610 BLK MEARNS MEADOW BLVD,"(30.37889634, -97.70671458)",30.37889634,-97.70671458,,
7210-085-00,COOK,Active,7210,85,TRUE,0,WB,94,4_IN,UG,,AC,LOC17-008730,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1412 BLK MEARNS MEADOW BLVD,"(30.37567606, -97.70477552)",30.37567606,-97.70477552,,
7505-276-01,WESTLAKE,Active,7505,276,FALSE,1,,,,,,,LOC17-010270,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074000,1492082100,1492090200,1492095300,1492102500,BLK,"(30.27471441, -97.81314092)",30.27471441,-97.81314092,,
7305-282-00,FULMORE,Active,7305,282,TRUE,0,NB,,,,MA,AC,LOC17-007780,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065000,1492072200,1492093800,1492100100,,,BLK,"(30.24291345, -97.75208277)",30.24291345,-97.75208277,,
7234-268-00,REAGAN,Active,7234,268,TRUE,0,NB,92,4_IN,UG,,AC,LOC17-007925,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492099200,1492102800,,,6801 BLK CAMERON RD,"(30.32305868, -97.69401712)",30.32305868,-97.69401712,,
7314-203-00,GALINDO,Active,7314,203,TRUE,0,NB,92,2_IN,OH,,AC,LOC17-008240,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,3700 BLK S 2ND ST,"(30.22852666, -97.77132409)",30.22852666,-97.77132409,,
7108-144-00,GOVALLE,Active,7108,144,TRUE,0,SB,98,2_IN,OH,,AC,LOC17-008270,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1111 BLK GUNTER ST,"(30.26559396, -97.69866682)",30.26559396,-97.69866682,,
7510-224-01,COVINGTON,Active,7510,224,FALSE,1,EB,104,4_IN,OH,,AC,LOC17-010090,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,3700 BLK CONVICT HILL RD,"(30.21230844, -97.8366273)",30.21230844,-97.8366273,,
7201-087-00,BARRINGTON,Active,7201,87,TRUE,0,NB,96,2_IN,OH,,AC,LOC17-007840,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492091100,1492097400,,,9100 BLK SLAYTON DR,"(30.35885634, -97.69578808)",30.35885634,-97.69578808,,
7121-309-00,PEASE,Active,7121,309,TRUE,0,SB,,,,,AC,LOC17-008340,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,1100 BLK RIO GRANDE ST,"(30.275605, -97.74748021)",30.275605,-97.74748021,,
7504-265-01,CEDAR CREEK,Active,7504,265,FALSE,1,WB,92,2_IN,OH,,AC,LOC17-009685,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066500,1492073100,1492094100,1492101900,,,3300 BLK PINNACLE RD,"(30.26928399, -97.80474776)",30.26928399,-97.80474776,,
7312-199-00,LANGFORD,Active,7312,199,TRUE,0,NB,93.5,2_IN,UG,,AC,LOC17-008030,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,6800 BLK STONLEIGH PL,"(30.1817546, -97.76176308)",30.1817546,-97.76176308,,
7109-147-00,SIMS,Active,7109,147,TRUE,0,NB,95,2_IN,OH,,AC,LOC17-007655,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492099200,,,BLK,"(30.27842282, -97.68728101)",30.27842282,-97.68728101,,
7427-310-00,PATSY SOMMER,Active,7427,310,TRUE,0,EB,85,2_IN,,POLE,SOLAR,LOC17-009000,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,15923 BLK AVERY RANCH BLVD,"(30.50248984, -97.75445192)",30.50248984,-97.75445192,,
7312-201-00,LANGFORD,Active,7312,201,TRUE,0,WB,107,2_IN,UG,,AC,LOC17-008025,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,6800 BLK BLUE DAWN TRL,"(30.18339178, -97.76173055)",30.18339178,-97.76173055,,
7104-131-01,METZ,Active,7104,131,FALSE,1,EB,81,2_IN,OH,,AC,LOC17-009335,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2100 BLK HOLLY ST,"(30.25238452, -97.72336626)",30.25238452,-97.72336626,,
7223-263-00,PECAN SPRINGS,Active,7223,263,TRUE,0,NB,108,4_IN,UG,,AC,LOC17-007525,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,11700 BLK N LAMAR BLVD,"(30.3882798, -97.68325822)",30.3882798,-97.68325822,,
7517-290-03,BEDICHEK,Active,7517,290,FALSE,3,EB,92,2_IN,OH,,AC,LOC17-010025,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492094700,1492100100,,,410 BLK THELMA DR,"(30.19429929, -97.7893651)",30.19429929,-97.7893651,,
7102-129-01,SANCHEZ,Active,7102,129,FALSE,1,NB,96,2_IN,OH,,AC,LOC17-009300,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,60 BLK SAN MARCOS ST,"(30.25712847, -97.73614205)",30.25712847,-97.73614205,,
7516-289-02,WILLIAMS,Active,7516,289,FALSE,2,SB,120,4_IN,OH,,AC,LOC17-010045,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,7900 BLK S 1ST ST,"(30.18358494, -97.79301201)",30.18358494,-97.79301201,,
7511-226-00,BOONE,Active,7511,226,TRUE,0,WB,95,2_IN,UG,,AC,LOC17-007610,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,3510 BLK ESKEW DR,"(30.20383682, -97.83806893)",30.20383682,-97.83806893,,
7124-357-00,GARZA INDEPENDENCE,Active,7124,357,TRUE,0,NB,,4_IN,,,AC,LOC17-008845,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492095600,1492099200,,,1600 BLK CHICON ST,"(30.27690354, -97.7205118)",30.27690354,-97.7205118,,
7410-023-00,CANYON VISTA,Active,7410,23,TRUE,0,WB,60,2_IN,UG,,AC,LOC17-008650,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492073100,1492096500,1492100100,,,8467 BLK SPICEWOOD SPRINGS RD,"(30.42958289, -97.78221232)",30.42958289,-97.78221232,,
7313-284-08,PLEASANT HILL,Active,7313,284,FALSE,8,WB,89.5,4_IN,OH,,AC,LOC17-009565,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,6400 BLK CIRCLE S RD,"(30.19466783, -97.77706208)",30.19466783,-97.77706208,,
7302-193-01,WIDEN,Active,7302,193,FALSE,1,NB,106,2_IN,UG,,AC,LOC17-007915,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,5805 BLK S PLEASANT VALLEY RD,"(30.18801059, -97.74574755)",30.18801059,-97.74574755,,
7519-250-00,STRICKLAND CHRISTIAN SCHOOL,Active,7519,250,TRUE,0,NB,93,4_IN,UG,,AC,LOC17-009125,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492072200,1492093800,1492097400,,,7614 BLK MANCHACA RD,"(30.1949354, -97.81037121)",30.1949354,-97.81037121,,
7409-020-00,CANYON CREEK,Active,7409,20,TRUE,0,EB,94,4_IN,,,SOLAR,LOC17-007765,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,10946 BLK BOULDER LN,"(30.43630051, -97.82374452)",30.43630051,-97.82374452,,
7218-110-00,L.B.J,Active,7218,110,TRUE,0,EB,86,4_IN,UG,,AC,LOC17-008100,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492071300,1492097400,1492101000,,,5110 BLK PECAN BROOK DR,"(30.31525924, -97.65748743)",30.31525924,-97.65748743,,
7227-281-01,RIDGETOP,Active,7227,281,FALSE,1,,,,,,AC,LOC17-009810,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492101000,,,BLK,"(30.31282964, -97.71715367)",30.31282964,-97.71715367,,
7219-111-00,ANDREWS,Active,7219,111,TRUE,0,SB,86,4_IN,OH,,AC,LOC17-007690,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6706 BLK NORTHEAST DR,"(30.31866124, -97.68020817)",30.31866124,-97.68020817,,
7123-299-00,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,Active,7123,299,TRUE,0,NB,99,4_IN,OH,,AC,LOC17-007640,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492098300,1492101900,,,1000 BLK ARTHUR STILES RD,"(30.25675554, -97.68172605)",30.25675554,-97.68172605,,
7415-043-00,PILLOW,Active,7415,43,TRUE,0,NB,95,4_IN,,,SOLAR,LOC17-008515,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,8300 BLK ROCKWOOD LN,"(30.36643678, -97.73385224)",30.36643678,-97.73385224,,
7113-159-00,BLACKSHEAR,Active,7113,159,TRUE,0,EB,92,2_IN,OH,,AC,LOC17-008460,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492097400,,,1600 BLK E 11TH ST,"(30.26707071, -97.72358662)",30.26707071,-97.72358662,,
7116-164-00,LEE,Active,7116,164,TRUE,0,EB,95,2_IN,OH,,AC,LOC17-008320,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492099200,,,500 BLK E 32ND ST,"(30.29346909, -97.73227416)",30.29346909,-97.73227416,,
7405-011-00,"WESTVIEW, PARMER",Active,7405,11,TRUE,0,WB,91,4_IN,,,SOLAR,LOC17-008290,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071600,1492093800,1492099200,,,1726 BLK SCOFIELD LN,"(30.41662543, -97.68858546)",30.41662543,-97.68858546,,
7421-060-00,GULLETT,Active,7421,60,TRUE,0,NB,101,4_IN,,,SOLAR,LOC17-008000,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,6698 BLK SHOAL CREEK BLVD,"(30.34601452, -97.74504671)",30.34601452,-97.74504671,,
7227-281-00,RIDGETOP,Active,7227,281,TRUE,0,WB,99,4_IN,OH,,AC,LOC17-008870,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492101000,,,800 BLK E 51ST ST,"(30.31235524, -97.71595875)",30.31235524,-97.71595875,,
7525-235-00,BARANOFF,Active,7525,235,TRUE,0,EB,85.5,4_IN,,,SOLAR,LOC17-007965,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,12008 BLK GATLING GUN LN,"(30.15363341, -97.85378774)",30.15363341,-97.85378774,,
7402-335-00,BUSH/CANYON RIDGE,Active,7402,335,TRUE,0,NB,104,4_IN,,,SOLAR,LOC17-008940,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492074000,1492093800,1492101000,,,12520 BLK COUNTRY TRAILS LN,"(30.36435039, -97.90088545)",30.36435039,-97.90088545,,
7431-348-00,"ANDERSON MILL, GRISHAM",Active,7431,348,TRUE,0,NB,87,4_IN,,,SOLAR,LOC17-009045,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492100100,,,12106 BLK MILLWRIGHT PKWY,"(30.4528475, -97.8030028)",30.4528475,-97.8030028,,
7405-010-00,"WESTVIEW, PARMER",Active,7405,10,TRUE,0,EB,86,4_IN,UG,,AC,LOC17-008295,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071600,1492093800,1492099200,,,1800 BLK SCOFIELD LN,"(30.41788103, -97.68907847)",30.41788103,-97.68907847,,
7432-333-00,RIVER RIDGE,Active,7432,333,TRUE,0,SB,81,4_IN,,,SOLAR,LOC17-009085,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492070100,1492094100,1492096500,,,101 BLK N QUINLAN PARK RD,"(30.34846988, -97.91530205)",30.34846988,-97.91530205,,
7228-104-00,REAGAN,Active,7228,104,TRUE,0,SB,94,2_IN,UG,,AC,LOC17-007500,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492102800,1492041600,1492041600,,,7012 BLK BERKMAN DR,"(30.32435552, -97.68958466)",30.32435552,-97.68958466,,
7501-206-01,ZILKER,Active,7501,206,FALSE,1,NB,101,2_IN,,,AC,LOC17-009665,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,2000 BLK BLUEBONNET LN,"(30.25063562, -97.7747339)",30.25063562,-97.7747339,,
7507-212-00,ST MICHAELS,Active,7507,212,TRUE,0,EB,98,4_IN,,,SOLAR,LOC17-009105,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492069500,1492073100,1492095600,1492100100,,,3100 BLK BARTON CREEK BLVD,"(30.28581505, -97.87498689)",30.28581505,-97.87498689,,
7229-068-00,BLUEBONNET TRAIL,Active,7229,68,TRUE,0,SB,92,4_IN,,,SOLAR,LOC17-007505,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11500 BLK HARRIS BRANCH PKWY,"(30.35337518, -97.61649144)",30.35337518,-97.61649144,,
